Index,Backers,AmountRaised,Faves,Goal,MeanHappiness,MeanFear,MeanSurprise,MeanSadness,MeanNeutral,MeanAnger,Category,Success,Beneficiary
1,126,15075,135,20000,94.8215,0.112,0.1345,0.6905,0.115,1.761,Family_Campaigns,failure,self
2,18,1070,18,25000,57.80866667,2.864,0.931666667,4.909,1.146,23.05133333,Adoption,failure,honoree
3,28,1655,28,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
4,55,20186,38,20000,98.9085,0.0695,0.454,0.042,0.2905,0.0665,Adoption,success,self
5,32,1796,29,25000,NA,NA,NA,NA,NA,NA,Adoption,failure,honoree
6,19,1485,19,5000,99.8975,0.022,0.046,0.0075,0.005,0.0095,Adoption,failure,self
7,59,8800,42,17.5,98.171,0.177,0.0165,0.213,0.1855,0.025,Adoption,success,self
8,27,10250,24,15000,74.79766667,0.271,0.651333333,6.327666667,0.120666667,0.149333333,Adoption,failure,self
9,4,650,4,1000,57.1985,0.6355,0.6315,0.482,35.8035,2.8585,Adoption,failure,self
10,20,3440,20,16000,81.74475,1.66325,0.71575,6.1755,1.35575,2.52675,Adoption,failure,self
11,29,2720,29,15000,NA,NA,NA,NA,NA,NA,Foster_Families,failure,self
12,36,2335,34,10000,76.028,0.0665,0.162,0.6005,0.46,1.8615,Adoption,failure,self
13,62,5505,61,5005,19.92,68.213,1.719,6.561,0.197,2.977,Adoption,success,self
14,33,6516,20,25000,14.9205,9.486,2.5395,5.727,47.371,4.314,Adoption,failure,self
15,27,4735,26,25000,6.971,0.082,0.082,12.8805,0.832,6.112,Adoption,failure,self
16,14,920,14,20000,34.6235,1.9495,0.529,16.6605,0.1415,7.095,Adoption,failure,self
17,44,1880,43,10000,62.07525,5.05825,0.28075,1.39,1.498,0.5255,Adoption,failure,self
18,15,1450,15,6000,45.617,4.064,4.31,34.339,1.915,5.458,Adoption,failure,self
19,49,5445,46,9000,51.037,0.2405,0.031,0.056,0.026,7.171,Adoption,failure,self
20,42,2755,38,24000,0.49,0.49,0.49,88.416,2.786,6.839,Adoption,failure,self
21,20,2500,14,25000,65.5775,2.6675,0.485,0.925,0.3125,15.1005,Adoption,failure,self
22,43,5560,42,20000,68.11633333,0.19,0.187666667,6.867,0.709333333,1.799,Adoption,failure,self
23,25,2115,22,12000,81.607,2.273,0.399,1.31,3.885,2.7985,Adoption,failure,self
24,37,2755,35,21000,99.3035,0.215,0.033,0.0405,0.006,0.069,Adoption,failure,self
25,37,13140,27,25000,99.283,0.046,0.039,0.2145,0.0355,0.062,Adoption,failure,self
26,47,5520,33,6000,57.32575,0.6895,1.54525,0.9295,8.7425,7.9455,Adoption,failure,self
27,85,6885,85,25000,94.5825,0.4635,0.114,3.317,0.1195,0.1635,Adoption,failure,self
28,155,15775,139,15000,50.1765,28.204,14.987,4.0175,0.2905,1.244,Adoption,success,self
29,57,6895,57,15000,NA,NA,NA,NA,NA,NA,Adoption,failure,honoree
30,55,6515,48,7500,NA,NA,NA,NA,NA,NA,Adoption,failure,self
31,68,18484,58,20000,88.136,6.962,3.248,0.165,0.058,0.086,Adoption,failure,self
32,19,1010,18,15000,95.906,0.0495,0.052,2.9765,0.648,0.0195,Foster_Families,failure,self
33,31,2000,15,2000,82.906,0.19,0.045,0.126,0.527,1.965,Adoption,failure,self
34,12,650,13,10000,69.7945,1.2475,0.606,13.7025,13.6215,0.3575,Adoption,failure,self
35,31,1970,21,15000,82.687,0.0605,0.0825,0.057,0.11,0.7215,Adoption,failure,self
36,33,2780,31,5000,85.938,0.331,0.293,0.293,0.329,8.9575,Adoption,failure,honoree
37,18,1505,18,3500,82.84975,0.2025,0.115,13.126,0.071,0.09025,Adoption,failure,self
38,17,1200,13,1200,55.551,0.127666667,0.339666667,19.45633333,9.500666667,0.999,Adoption,failure,self
39,52,4310,52,18.5,99.397,0.02,0.058,0.064,0.281,0.012,Adoption,success,honoree
40,64,3545,63,3500,NA,NA,NA,NA,NA,NA,Adoption,success,honoree
41,24,2030,22,20000,74.05975,0.2865,0.26075,18.56275,0.12375,3.26275,Adoption,failure,self
42,11,830,11,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
43,23,3025,19,6000,74.7315,2.051,0.4085,4.7255,1.427,2.9185,Adoption,failure,self
44,16,1150,14,1500,13.642,0.155,0.699,75.195,7.665,1.091,Adoption,failure,self
45,15,635,13,2000,50.945,0.162,0.087,25.309,3.575,0.338,Adoption,failure,self
46,14,1315,14,2500,78.195,0.532,0.245,4.334,1.624,2.163,Adoption,failure,self
47,19,1235,19,10000,90.368,0.033,0.0475,2.026,7.0055,0.033,Adoption,failure,self
48,17,2085,15,15000,80.2565,0.0505,0.0515,3.163,0.9985,0.2695,Adoption,failure,self
49,45,4620,44,4500,90.822,0.592,0.174,6.084,1.683,0.129,Family_Campaigns,success,honoree
50,19,1070,19,25000,44.2695,5.20475,0.443,15.14725,7.2185,10.45275,Adoption,failure,self
51,100,9812,89,13.7,5.737,12.00633333,15.67633333,16.96833333,24.62066667,15.56666667,Family_Campaigns,success,self
52,35,3245,30,6000,20.487,0.382,1.108,3.079,56.071,14.316,Adoption,failure,self
53,21,4020,21,13000,88.036,0.3565,0.918,0.31,0.7075,0.467,Adoption,failure,self
54,17,2860,17,7500,58.1285,6.67625,7.9265,18.32375,1.27375,2.737,Adoption,failure,self
55,11,550,10,3400,NA,NA,NA,NA,NA,NA,Adoption,failure,self
56,21,1550,22,1000,34.645,26.789,10.555,7.362,19.496,0.791,Adoption,success,self
57,40,2592,38,10000,54.1685,30.673,5.0465,0.701,2.7165,1.3185,Adoption,failure,self
58,51,5295,45,10000,39.347,2.1395,2.2005,9.465,13.5875,3.7,Family_Campaigns,failure,self
59,54,5088,54,20000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
60,73,12825,40,12.7,NA,NA,NA,NA,NA,NA,Adoption,success,self
61,41,2815,28,5000,93.389,0.129,0.223,0.2225,0.2975,0.2205,Adoption,failure,self
62,47,4331,49,7000,69.4088,5.8964,1.227,1.5926,0.6822,6.9738,Adoption,failure,self
63,43,2965,24,8000,4.855,2.516,50.927,13.82,19.378,3.666,Adoption,failure,self
64,39,2915,37,4000,99.0585,0.045,0.025,0.2695,0.022,0.0275,Adoption,failure,self
65,20,3995,15,5500,49.06475,0.4325,1.3565,16.76175,2.9025,12.20175,Adoption,failure,self
66,25,630,23,5000,93.1225,0.6885,3.441,0.8355,0.1185,0.917,Adoption,failure,self
67,38,2290,36,6000,87.5845,0.3335,0.2485,1.7,0.044,0.087,Adoption,failure,self
68,20,8456,9,7000,92.17866667,0.038333333,0.256,6.493666667,0.586,0.02,Adoption,success,self
69,85,8664,83,25000,79.592,0.761,0.761,0.761,7.836,4.526,Adoption,failure,self
70,33,6120,23,14000,92.2525,1.779,0.0685,2.8605,0.2565,0.0685,Adoption,failure,self
71,19,16873,7,25000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
72,18,2540,17,10000,40.853,2.875,11.032,15.667,26.636,0.709,Adoption,failure,self
73,29,2655,24,14000,64.9625,2.14925,1.4545,13.5455,3.978,0.49325,Adoption,failure,self
74,67,3624,60,11000,86.2545,0.142,0.1345,1.0225,1.0835,1.6415,Adoption,failure,self
75,23,3000,22,7000,99.932,0.004,0.003,0.05,0.002,0.002,Adoption,failure,self
76,23,1635,22,1600,72.50366667,2.924666667,1.660666667,20.35433333,1.250666667,0.06,Adoption,success,self
77,30,2545,26,5000,42.93333333,8.42,8.969333333,7.882,9.731333333,10.49066667,Foster_Families,failure,self
78,45,4195,42,6000,10.421,0.249,0.205,35.381,0.205,51.592,Adoption,failure,self
79,114,5925,113,25000,2.285,0.586,7.161,64.937,24.011,0.836,Adoption,failure,self
80,54,10787,29,13000,35.652,0.185,0.185,0.343,0.199,8.403,Adoption,failure,self
81,33,2857,21,9140,40.54228571,-0.100285714,0.012,3.891571429,8.242,4.064285714,Adoption,failure,self
82,22,3450,22,5000,73.2498,8.2308,1.929,4.53,10.0062,0.9862,Adoption,failure,self
83,90,17202,54,20000,90.9966,0.837,0.2608,1.7832,1.3674,1.3002,Adoption,failure,self
84,68,6945,65,25000,99.0125,0.044,0.0495,0.525,0.0995,0.034,Family_Campaigns,failure,self
85,82,5000,82,10000,35.921,-0.212,0.078142857,0.773857143,13.49785714,2.642571429,Foster_Families,failure,honoree
86,25,1825,25,6000,NA,NA,NA,NA,NA,NA,Foster_Families,failure,self
87,39,3700,41,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,honoree
88,44,2891,46,15000,94.562,1.2905,0.3615,1.6845,1.4635,0.0875,Adoption,failure,self
89,31,2275,32,25000,98.613,0.0145,0.0175,0.5125,0.424,0.141,Adoption,failure,self
90,52,6340,53,15000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
91,36,2051,35,25000,62.46033333,14.77733333,5.243666667,6.397666667,7.938,1.318333333,Adoption,failure,self
92,44,3187,41,6000,40.06525,19.9615,2.6835,4.3945,15.0685,1.1035,Adoption,failure,self
93,19,3000,18,3000,54.654,1.7655,10.224,0.505,18.2085,1.3855,Adoption,failure,self
94,87,6575,64,12000,93.5845,0.0925,0.34,0.712,0.7695,2.343,Adoption,failure,self
95,75,3880,74,7500,89.7895,0.162,0.1845,0.295,0.219,1.234,Adoption,failure,self
96,18,1050,18,10000,87.7195,0.095,0.8155,0.258,3.299,0.6675,Adoption,failure,self
97,89,6020,84,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
98,29,1060,30,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
99,19,1380,17,13000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
100,16,1605,17,10000,3.834,3.834,3.834,3.834,3.834,65.906,Adoption,failure,self
101,24,890,9,8000,48.028,0.31,0.3215,0.8695,9.952,4.757,Adoption,failure,self
102,19,3295,17,4000,30.961,0.735,8.123,26.993,25.212,5.125,Adoption,failure,self
103,24,1050,21,3600,88.0652,0.2772,0.2194,9.0318,0.3992,0.5312,Adoption,failure,self
104,35,15185,34,13.5,90.235,0.133,0.097,0.1815,0.157,3.9475,Adoption,success,self
105,46,3770,41,20000,82.01225,10.1075,0.87475,1.2265,0.33925,1.14525,Adoption,failure,self
106,29,1960,27,5000,52.7845,0.4805,0.141,1.481,8.15,0.9225,Adoption,failure,self
107,24,1375,24,7000,97.3985,0.037,0.0745,0.161,0.578,0.252,Adoption,failure,self
108,53,1480,49,12000,52.208,0.0945,0.5655,0.121,46.7355,0.035,Adoption,failure,self
109,40,8882,35,23000,77.57825,2.51625,5.7235,0.27825,11.63425,0.222,Adoption,failure,self
110,39,2551,31,10000,95.1825,2.12,0.513,0.374,0.451,0.2475,Adoption,failure,self
111,33,2780,32,10000,99.233,0.012,0.05,0.0235,0.037,0.019,Adoption,failure,self
112,21,1812,20,1340,68.451,0.22,0.1955,14.0645,10.076,0.298,Adoption,success,self
113,23,2100,24,4000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
114,50,3875,51,7000,52.2795,15.4345,2.0895,0.63,26.706,1.683,Foster_Families,failure,self
115,35,1364,28,8000,65.1635,2.648,2.06,15.33375,3.88925,4.056,Adoption,failure,self
116,57,3100,58,3000,40.735,13.455,17.2405,13.9905,1.4415,0.809,Adoption,success,honoree
117,20,1515,19,25000,46.9525,0.442,0.2575,6.354,3.344,7.3915,Foster_Families,failure,self
118,61,4568,57,18000,78.084,-0.087833333,-0.086833333,3.360166667,0.045666667,-0.091833333,Adoption,failure,self
119,54,4400,50,20000,99.243,0.047,0.098,0.0145,0.0165,0.009,Adoption,failure,honoree
120,67,10846,51,10000,1.893,8.799,26.543,8.4965,48.5445,3.8595,Adoption,success,self
121,40,4338,35,14000,55.105,6.129,3.033,4.408,13.694,1.5,Adoption,failure,self
122,17,745,16,20000,21.951,0.4335,0.882,32.076,36.108,4.4285,Adoption,failure,honoree
123,34,1042,27,20000,80.4745,1.036,0.927,4.5255,7.361,2.3375,Adoption,failure,honoree
124,49,2265,44,21000,49.6455,5.5595,5.762,13.2275,10.686,6.276,Adoption,failure,self
125,23,3405,14,5000,97.7905,0.0575,0.0645,0.219,0.1455,0.1385,Adoption,failure,self
126,35,1060,31,7800,76.42,3.67,2.955,7.117,3.228,0.823,Adoption,failure,self
127,26,2370,26,15000,59.52333333,0.370666667,5.577,6.779,5.317666667,5.421333333,Foster_Families,failure,self
128,37,3000,32,17000,93.1445,0.526,0.377,0.4285,0.0675,0.063,Adoption,failure,self
129,139,9100,135,10000,60.83966667,0.087166667,0.159333333,15.354,0.088666667,1.654333333,Adoption,failure,self
130,91,10551,106,10000,6.0135,0.1605,0.1605,44.6015,11.7475,5.053,Foster_Families,success,self
131,30,1724,30,20000,91.3005,0.4875,0.439,5.8545,0.087,0.1685,Adoption,failure,self
132,45,4020,44,4000,42.2724,8.5142,2.3994,11.1042,21.3218,11.059,Adoption,success,self
133,20,1500,20,3000,92.905,0.2085,0.142,0.8405,2.956,0.217,Adoption,failure,self
134,24,940,25,2000,67.78016667,0.428666667,-0.007166667,0.673,0.366666667,0.015,Adoption,failure,honoree
135,24,2365,24,20000,17.8256,0.6568,0.9304,20.5494,25.1534,3.5432,Foster_Families,failure,self
136,38,2200,31,10000,73.6905,0.23525,0.655,3.38575,1.0285,4.96325,Adoption,failure,self
137,24,1200,23,1200,2.379,0.111,0.111,70.145,26.51,0.383,Adoption,failure,self
138,21,2000,20,2000,93.71325,0.01225,0.019,0.19325,0.07175,0.033,Adoption,failure,self
139,44,3370,41,5000,2.316,0.028,0.028,51.524,44.263,0.55,Adoption,failure,self
140,10,754,5,750,73.557,0.1142,0.1594,20.0136,1.429,0.484,Foster_Families,success,self
141,65,5295,58,5000,NA,NA,NA,NA,NA,NA,Adoption,success,self
142,130,17850,139,16.5,91.586,0.478,0.123,5.512,0.919,0.178,Family_Campaigns,success,honoree
143,31,2185,37,10000,13.0985,0.912,3.0015,63.962,10.2135,1.716,Adoption,failure,self
144,174,16335,175,16000,NA,NA,NA,NA,NA,NA,Family_Campaigns,success,self
145,25,11250,17,24000,99.822,0.0145,0.017,0.071,0.0385,0.0065,Adoption,failure,self
146,39,1850,37,3000,94.168,0.727,0.233,2.112,0.353,0.41,Adoption,failure,honoree
147,34,4320,34,8000,1.089,2.333,0.485,20.571,75.353,0.099,Adoption,failure,self
148,33,6983,28,20000,87.6615,0.152,0.148,1.868,0.2665,0.4465,Family_Campaigns,failure,self
149,86,9290,72,9040,NA,NA,NA,NA,NA,NA,Family_Campaigns,success,self
150,71,5225,76,20000,98.334,0.045,0.0735,0.6365,0.37,0.023,Family_Campaigns,failure,self
151,31,4535,31,10000,43.747,5.27,1.183,1.837,1.728,22.47475,Adoption,failure,honoree
152,14,2875,13,8000,94.3545,0.0165,0.0535,0.0305,0.12,0.2775,Adoption,failure,self
153,21,3090,16,12000,80.547,0.1675,0.1435,2.24,0.6975,0.255,Adoption,failure,self
154,62,2445,48,7000,99.5535,0.0035,0.0305,0.013,0.3645,0.003,Adoption,failure,self
155,18,2590,18,15000,67.3505,2.3945,0.4385,0.1295,0.0985,4.682,Adoption,failure,self
156,14,905,9,1500,NA,NA,NA,NA,NA,NA,Adoption,failure,self
157,26,1781,17,5000,71.93366667,0.477666667,0.490666667,0.35,0.774666667,0.625333333,Adoption,failure,self
158,14,1200,14,10000,77.6905,14.914,4.742,0.28,0.8435,0.2085,Adoption,failure,self
159,34,2520,32,15000,58.037,0.107,0.1325,1.045,1.933,0.196,Adoption,failure,self
160,49,5090,48,8500,90.47966667,0.607,0.280666667,3.807333333,0.517666667,0.463666667,Adoption,failure,self
161,30,2835,30,4500,91.2765,1.123,1.998,0.5735,1.8795,0.586,Family_Campaigns,failure,self
162,44,2938,50,5000,98.216,0.023,0.089,0.099,0.009,0.017,Foster_Families,failure,self
163,130,27155,76,25000,4.717,0.393,0.522,6.249,59.195,2.102,Family_Campaigns,success,self
164,24,3845,16,5000,3.746,2.529,0.91,80.376,11.016,0.426,Adoption,failure,self
165,49,3205,43,20000,98.4625,0.292,0.0095,0.651,0.073,0.1245,Adoption,failure,honoree
166,46,6840,44,18000,41.397,3.3265,1.2935,35.952,7.063,1.668,Adoption,failure,self
167,21,1133,18,20000,99.35566667,0.040666667,0.176333333,0.153666667,0.057666667,0.018333333,Adoption,failure,self
168,31,2920,26,10000,88.6505,1.825,0.1655,1.8185,5.003,0.3535,Adoption,failure,self
169,21,940,19,4000,98.128,0.0755,0.0815,0.0815,0.0785,0.0755,Adoption,failure,self
170,34,5559,34,14000,76.2364,0.1652,0.0906,18.1804,1.9844,0.8874,Adoption,failure,self
171,71,11435,61,15000,61.587,0.9575,0.293,2.3305,1.4795,0.214,Adoption,failure,self
172,17,1140,16,1200,10.229,0.574,2.642,71.281,4.074,3.739,Adoption,failure,self
173,30,3075,31,10000,85.0805,0.8305,0.8135,2.4245,0.7605,8.1425,Adoption,failure,self
174,21,1110,22,10000,84.3505,0.3595,0.596,2.67,10.0365,0.975,Adoption,failure,self
175,23,3700,23,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
176,60,25286,41,24000,62.193,4.958,0.494,31.883,0.242,0.116,Adoption,success,self
177,25,3090,22,23000,86.891,0.337,0.224,1.492,3.057,0.3915,Adoption,failure,self
178,28,3651,19,20000,91.0915,3.074,1.8355,0.875,2.1005,0.316,Adoption,failure,self
179,21,1295,20,7000,52.987,1.5695,0.3395,5.3625,27.876,2.0305,Adoption,failure,self
180,63,15080,46,15000,40.411,4.7,1.757,21.5085,29.74525,1.53075,Adoption,success,self
181,11,628,7,9500,96.7605,0.222,0.1605,0.424,0.4995,0.1145,Adoption,failure,self
182,29,1585,26,20000,98.6185,0.1205,0.3195,0.018,0.4335,0.3955,Adoption,failure,self
183,22,3610,18,15000,27.7615,0.0575,0.0645,0.707,46.3665,0.899,Adoption,failure,self
184,20,2380,24,10000,NA,NA,NA,NA,NA,NA,Foster_Families,failure,self
185,15,1105,15,13.5,76.6895,4.4435,1.1135,7.581,1.829,4.1255,Adoption,success,self
186,51,3220,47,14000,49.876,9.193,25.042,1.997,13.389,0.308,Adoption,failure,self
187,25,2248,25,25000,98.939,0.0465,0.012,0.058,0.128,0.059,Adoption,failure,self
188,9,265,9,25000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
189,19,2600,17,3500,98.1875,0.129,0.172,0.082,0.1225,0.396,Adoption,failure,self
190,27,1350,25,5000,4.576,4.8235,5.666,8.9815,9.669,48.069,Adoption,failure,self
191,66,4295,58,14000,82.94,0.022,0.111,16.217,0.665,0.022,Adoption,failure,self
192,64,8920,63,16000,NA,NA,NA,NA,NA,NA,Adoption,failure,honoree
193,16,4040,12,4000,60.48533333,0.428666667,0.345,35.965,0.350333333,0.226666667,Adoption,success,self
194,25,1615,25,5000,96.5855,0.027,0.012,1.6825,1.216,0.011,Adoption,failure,self
195,27,9937,20,25000,77.881,0.595,0.2445,2.028,0.2455,5.3285,Adoption,failure,self
196,27,3566,25,10000,14.1735,7.4845,14.522,30.859,5.571,9.267,Adoption,failure,self
197,29,2010,21,15000,50.1315,0.8915,0.8435,3.963,6.175,22.7415,Adoption,failure,self
198,65,5770,67,13000,17.8125,1.793,0.201,1.622,2.6195,8.032,Adoption,failure,self
199,45,2225,45,5000,98.845,0.0445,0.0615,0.0315,0.04,0.1595,Adoption,failure,self
200,41,1865,36,15000,76.5745,2.7425,0.802,3.9445,1.029,1.7155,Adoption,failure,self
201,45,3785,45,4000,48.89966667,3.970666667,10.96766667,6.339333333,10.078,15.63966667,Adoption,failure,self
202,24,1505,20,5000,99.8665,0.0015,0.0025,0.0035,0.0335,0.001,Adoption,failure,self
203,23,2325,21,15000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
204,22,2420,18,20000,66.031,17.524,0.359,1.415,0.7465,0.4085,Adoption,failure,self
205,17,874,13,5000,49.693,1.7515,0.9415,17.1245,8.1725,4.728,Adoption,failure,self
206,18,735,17,10000,0.707,9.357,23.782,47.39,15.515,2.63,Foster_Families,failure,self
207,20,3414,17,12000,40.3898,1.7874,3.8196,22.9996,7.2578,22.2564,Adoption,failure,self
208,17,660,18,5000,37.5015,1.1005,1.139,43.3855,12.5045,0.269,Adoption,failure,self
209,32,5400,24,25000,88.83833333,0.079,0.073,9.466333333,0.606666667,0.016,Adoption,failure,self
210,49,5450,44,20000,84.7195,2.4185,0.4955,2.3285,1.0675,3.5295,Adoption,failure,self
211,49,7668,35,20000,69.0265,0.4965,0.479,2.607,3.5395,0.4155,Adoption,failure,self
212,40,1900,40,20000,99.686,0.0565,0.0335,0.061,0.01,0.01,Adoption,failure,self
213,19,720,20,10000,67.26933333,0.297333333,3.913666667,13.212,10.15033333,3.328,Adoption,failure,self
214,40,11568,39,10000,76.708,0.5102,0.2694,0.8224,0.3486,7.4296,Foster_Families,success,self
215,23,2800,23,10000,95.14833333,0.11,0.226,0.33,0.179333333,0.081,Adoption,failure,self
216,19,1170,19,6000,41.9436,2.3392,2.0688,8.6848,35.045,3.8492,Adoption,failure,self
217,66,4619,52,15000,18.015,30.888,29.153,9.074,11.964,0.454,Adoption,failure,self
218,20,1275,17,12000,58.049,0.504666667,2.339666667,23.66666667,12.184,0.705333333,Adoption,failure,self
219,17,2075,16,5000,99.6355,0.1365,0.061,0.0325,0.021,0.015,Adoption,failure,self
220,37,3525,37,20000,94.9085,0.764,3.099,0.036,0.054,0.652,Adoption,failure,self
221,90,20498,62,20000,0.936,0.103,0.124,18.504,79.744,0.486,Foster_Families,success,self
222,63,3515,64,5000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
223,56,2633,58,2200,72.376,2.782,1.032,14.92033333,1.697,4.001666667,Adoption,success,self
224,50,2190,54,3000,43.30966667,0.360333333,0.496666667,13.506,41.62633333,0.315333333,Adoption,failure,self
225,40,3665,34,5000,34.10033333,3.484333333,21.14366667,16.395,21.24233333,1.122333333,Adoption,failure,self
226,41,8375,41,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,honoree
227,63,6325,20,15000,99.0195,0.192,0.066,0.012,0.012,0.1825,Adoption,failure,self
228,14,1075,14,12000,69.62,0.142,0.7665,0.196,16.506,6.0965,Adoption,failure,self
229,40,9443,17,18000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
230,12,1875,11,2000,71.89,6.774,14.875,0.377,0.831,2.094,Adoption,failure,self
231,20,3275,17,3589,NA,NA,NA,NA,NA,NA,Adoption,failure,self
232,20,1060,18,7000,85.359,0.234666667,0.274,11.97533333,0.255666667,0.262333333,Adoption,failure,self
233,39,2155,38,20000,67.8345,1.06,0.582,0.8445,0.572,6.9775,Adoption,failure,self
234,72,8390,83,8000,99.384,0.007,0.038,0.362,0.103,0.005,Foster_Families,success,self
235,33,2800,33,19000,50.7055,0.5365,15.405,14.088,19.025,0.0745,Adoption,failure,self
236,45,1935,44,20000,96.4105,0.216,0.2015,0.1285,0.1285,1.0725,Adoption,failure,self
237,16,2260,16,20000,67.38366667,0.025333333,0.078666667,21.538,0.289,3.090666667,Adoption,failure,self
238,32,2745,30,3500,95.12966667,1.806666667,0.497333333,1.139333333,0.247,0.814666667,Adoption,failure,self
239,46,4200,44,10000,84.623,0.1245,0.152,1.201,1.041,1.4295,Adoption,failure,self
240,54,11425,14,18000,67.04666667,0.041333333,0.047333333,18.27566667,0.103,2.318666667,Adoption,failure,self
241,19,1655,13,10000,69.8325,2.671,1.7785,4.6265,6.6635,7.659,Foster_Families,failure,self
242,23,2755,23,13.5,NA,NA,NA,NA,NA,NA,Adoption,success,self
243,28,4024,23,20000,66.58,1.48,0.726,8.197,14.989,7.866,Adoption,failure,self
244,16,2080,15,5530,NA,NA,NA,NA,NA,NA,Foster_Families,failure,self
245,23,1715,22,10000,89.5675,0.042,0.038,0.5545,1.079,0.2405,Foster_Families,failure,self
246,31,4200,28,18000,49.39157143,0.082857143,-0.107857143,15.32328571,0.586714286,2.546428571,Adoption,failure,self
247,24,1420,23,5000,51.61366667,1.707,32.25533333,4.820666667,2.436333333,2.185,Adoption,failure,self
248,28,13762,10,24000,3.36,1.594,10.705,46.107,32.479,1.837,Adoption,failure,self
249,40,3775,30,10000,58.134,3.793,5.382,2.37,23.43,0.164,Adoption,failure,self
250,33,2470,32,8000,66.78933333,0.846666667,0.075333333,28.46933333,3.138666667,0.070333333,Adoption,failure,self
251,14,640,10,25000,16.724,3.6445,4.885,6.9645,8.483,22.26,Adoption,failure,self
252,27,1040,31,2500,3.863,5.562,3.962,24.638,58.709,1.819,Adoption,failure,self
253,32,2385,31,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
254,59,6290,48,5000,70.772,0.023,0.085,17.581,1.066,4.325,Adoption,success,honoree
255,36,1220,30,3000,82.5935,4.678,8.2175,2.244,1.355,0.145,Adoption,failure,self
256,53,4650,51,17000,87.58466667,0.354666667,0.127666667,2.964333333,0.065666667,0.319666667,Adoption,failure,self
257,18,680,18,1500,80.4965,0.2815,0.4405,0.272,7.067,3.993,Adoption,failure,self
258,126,10665,146,15000,96.856,0.592,0.489,0.149,0.909,0.558,Family_Campaigns,failure,self
259,19,1383,20,2500,98.941,0.3215,0.196,0.04,0.079,0.1335,Adoption,failure,self
260,29,1935,31,1650,99.07,0.0185,0.172,0.2305,0.0185,0.0295,Adoption,success,self
261,17,8395,15,10000,45.981,0.966,0.372,2.098,0.1345,47.254,Adoption,failure,self
262,42,4583,39,12000,67.431,16.21366667,2.237666667,7.705666667,5.147666667,0.801333333,Adoption,failure,self
263,16,1764,16,25000,26.015,5.599,1.7955,8.432,16.6495,6.306,Adoption,failure,self
264,37,1160,20,5000,91.966,1.124,0.119,0.46,0.0945,0.4505,Adoption,failure,self
265,60,4100,62,10000,0.8405,0.0325,0.0645,81.156,15.2335,0.6215,Family_Campaigns,failure,honoree
266,16,3615,16,25000,81.328,5.898,0.536333333,1.477,0.433666667,9.600666667,Adoption,failure,self
267,95,6705,92,5000,83.968,1.186,0.5795,0.253,0.258,0.656,Adoption,success,self
268,124,20485,123,20000,74.2885,4.972,0.32475,3.055,1.53675,2.13525,Family_Campaigns,success,self
269,17,1150,17,5000,31.827,5.483,7.386666667,3.183,12.553,6.534666667,Adoption,failure,self
270,55,6065,55,7500,NA,NA,NA,NA,NA,NA,Adoption,failure,self
271,27,4016,17,3950,91.79375,0.22625,0.0725,4.50675,0.04625,0.44525,Adoption,success,self
272,21,2665,44,6000,72.54475,6.71725,3.636,2.35025,8.65325,0.25525,Adoption,failure,self
273,20,750,22,10000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
274,53,4460,49,10000,4.164,4.164,4.164,58.539,4.164,17.7,Adoption,failure,honoree
275,21,1070,19,1000,93.747,0.6705,0.3275,1.7745,0.671,0.67,Adoption,success,self
276,24,11950,18,12000,NA,NA,NA,NA,NA,NA,Adoption,failure,self
277,65,2380,55,5000,41.82533333,2.722666667,1.186333333,13.91066667,15.505,6.350666667,Adoption,failure,self
278,19,1200,15,10000,70.01825,0.11575,0.12575,18.26425,0.03175,0.11275,Adoption,failure,self
279,70,4605,63,5000,63.84233333,2.572666667,1.686666667,20.85933333,10.17733333,0.239333333,Adoption,failure,self
280,51,8725,49,20000,96.8808,0.0298,0.0452,2.6864,0.035,0.0178,Adoption,failure,self
281,18,3300,18,8000,21.815,0.3195,0.9185,43.156,24.8355,0.8535,Adoption,failure,self
282,19,11018,18,20000,91.76,0.516,0.53,0.8395,0.0545,0.4325,Adoption,failure,self
283,59,2505,58,2500,91.843,0.052666667,0.079,0.169,0.301666667,0.148333333,Adoption,success,self
284,22,1305,18,7500,57.5125,0.1175,0.1795,0.116,9.82,1.9635,Adoption,failure,self
285,30,4065,31,25000,65.98033333,0.199,4.722,0.545,0.202333333,24.19133333,Adoption,failure,self
