Index,Backers,AmountRaised,Faves,Goal,MeanHappiness,MeanFear,MeanSurprise,MeanSadness,MeanNeutral,MeanAnger,Category,Success,Beneficiary
19636,37,4085,34,4000,92.189,0.218,0.218,0.218,0.238,1.999,Missions,success,self
19637,24,1740,22,9000,0.413,33.178,13.367,17.709,33.022,1.898,Missions,failure,self
19638,31,1950,25,5000,70.355,1.6215,0.51,1.5655,0.6275,3.736,Missions,failure,self
19639,23,4294,8,4000,98.293,0.035,0.035,0.199,0.038,0.035,Missions,success,self
19640,38,2405,28,2350,NA,NA,NA,NA,NA,NA,Missions,success,self
19641,22,6050,11,6000,89.6722,1.314,2.2264,0.219,6.2302,0.103,Missions,success,self
19642,32,1985,28,7000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19643,35,2854,17,3500,70.806,0.207,0.207,1.404,12.439,0.207,Missions,failure,self
19644,26,935,11,2200,NA,NA,NA,NA,NA,NA,Missions,failure,self
19645,33,2235,33,3500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19646,29,1995,32,9000,93.472,0.436,0.133,3.494,0.133,0.231,Missions,failure,self
19647,36,5370,34,7000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19648,30,1805,28,2700,NA,NA,NA,NA,NA,NA,Missions,failure,self
19649,69,2504,52,4030,99.781,0.016,0.005,0.07,0.002,0.002,Missions,failure,self
19650,18,1260,17,1500,3.24,1.748,1.748,5.094,27.969,17.995,Missions,failure,self
19651,41,4715,30,8000,25.193,0.341,0.341,0.962,1.899,0.867,Missions,failure,self
19652,35,3639,11,3500,NA,NA,NA,NA,NA,NA,Missions,success,self
19653,36,2061,16,2300,NA,NA,NA,NA,NA,NA,Missions,failure,self
19654,22,8270,13,8350,99.671,0.031,0.015,0.019,0.002,0.004,Missions,failure,self
19655,38,3955,24,4000,32.802,24.69833333,6.236666667,3.5,3.688666667,19.90866667,Missions,failure,self
19656,37,1615,26,7000,64.53,0.6775,0.59175,4.15875,22.1135,1.9815,Missions,failure,self
19657,22,870,21,1600,88.068,1.277,6.582,2.18,1.747,0.073,Missions,failure,self
19658,24,1030,23,2000,20.2575,4.1325,24.737,14.759,34.5235,0.54,Missions,failure,self
19659,30,2900,11,2900,82.829,2.55425,4.2635,1.024,0.81875,5.40325,Missions,failure,self
19660,10,570,10,2500,71.463,0.517,0.1975,0.6905,1.786,7.7155,Missions,failure,self
19661,27,2960,22,3202,95.821,0.2645,0.1955,1.151,0.2245,0.2045,Missions,failure,self
19662,30,3055,25,3300,97.244,1.602,0.087,0.286,0.026,0.119,Missions,failure,self
19663,37,1950,26,1950,99.145,0.029,0.45,0.004,0.338,0.003,Missions,failure,self
19664,41,2361,41,4500,99.71,0.13,0.075,0.072,0.004,0.004,Missions,failure,self
19665,29,3270,30,6000,99.407,0.108,0.2025,0.0505,0.1745,0.024,Missions,failure,self
19666,30,3749,13,4000,98.814,0.037,0.014,0.487,0.364,0.0415,Missions,failure,self
19667,25,2492,22,8000,97.933,0.36,0.485,0.789,0.061,0.022,Missions,failure,self
19668,59,3456,20,5000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19669,55,3059,15,5000,18.119,-0.084,-0.0216,11.1471,15.9188,0.2156,Missions,failure,self
19670,42,4838,15,6000,63.86033333,7.2,2.631333333,4.342,17.06566667,1.82,Missions,failure,self
19671,26,3604,21,3600,98.206,0.022,0.029,0.082,0.009,0.182,Missions,success,self
19672,28,2512,26,4000,67.456,6.655666667,1.021333333,5.750333333,15.22733333,1.794333333,Missions,failure,self
19673,28,645,4,10000,55.4615,1.154,0.901,10.7795,16.1185,0.993,Missions,failure,self
19674,34,3000,34,3000,92.2575,0.1635,0.039,4.1865,0.0325,0.077,Missions,failure,self
19675,33,1173,29,1500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19676,27,1500,24,3000,95.538,1.917,0.042,1.345,1.002,0.033,Missions,failure,self
19677,19,1025,11,900,99.142,0.133,0.394,0.07,0.05,0.004,Missions,success,self
19678,17,505,17,3000,77.283,0.108,0.108,0.108,21.217,0.19,Missions,failure,self
19679,53,2320,22,2100,16.796,0.1215,0.2665,47.824,34.56,0.3735,Missions,success,self
19680,17,965,8,1500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19681,36,9000,31,9000,32.65588889,1.544666667,0.342333333,0.804555556,6.773666667,2.085666667,Missions,failure,self
19682,30,4700,22,4700,32.67,9.813,6.915,3.694,26.30833333,6.737333333,Missions,failure,self
19683,22,1840,21,4750,36.34127273,-0.395909091,-0.455636364,-0.413454545,-0.530818182,2.029363636,Missions,failure,self
19684,14,1625,13,1600,60.874,1.3955,1.3015,1.1415,28.1365,1.43,Missions,success,self
19685,48,2431,44,2500,41.88,2.1405,1.0775,23.4305,22.9405,6.974,Missions,failure,self
19686,36,2100,29,2100,40.511,11.6425,2.3455,2.914,14.309,2.8255,Missions,failure,self
19687,21,892,12,3951,7.964,6.692,8.896,11.864,53.963,3.863,Missions,failure,self
19688,38,4160,30,8000,44.79166667,1.4505,6.097166667,10.50366667,17.75266667,1.235166667,Missions,failure,self
19689,14,410,12,3500,98.198,0.056,0.046,0.242,0.069,0.046,Missions,failure,self
19690,27,4275,16,3500,97.062,0.02,0.023,0.522,0.913,0.078,Missions,success,self
19691,33,2756,31,1600,35.3385,10.4895,2.3615,1.1725,0.787,32.8375,Missions,success,honoree
19692,50,1915,45,7000,95.882,0.4105,0.349,0.0885,1.4045,0.75,Missions,failure,self
19693,32,2551,30,2500,1.602333333,4.035666667,5.801,19.927,65.36933333,2.261,Missions,success,self
19694,24,3350,16,3250,NA,NA,NA,NA,NA,NA,Missions,success,self
19695,46,4817,23,4350,37.5158,2.2844,5.8148,8.7584,18.4888,6.4492,Missions,success,self
19696,56,18000,13,18000,92.2235,0.076,0.284,5.6025,0.23,0.441,Missions,failure,self
19697,21,1475,21,2000,1.148,0.985,0.985,4.824,2.069,4.452,Missions,failure,self
19698,22,2000,22,2000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19699,41,2842,33,3000,80.628,0.239,0.239,0.239,1.449,2.36,Missions,failure,self
19700,31,3005,28,4800,99.901,0.003,0.003,0.003,0.003,0.012,Missions,failure,self
19701,30,3090,8,6000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19702,29,1722,17,1500,98.817,0.042,0.06,0.073,0.042,0.065,Missions,success,self
19703,40,2065,40,2000,NA,NA,NA,NA,NA,NA,Missions,success,self
19704,56,6780,8,6400,83.323,2.787,0.6525,0.982,0.9575,0.341,Missions,success,self
19705,20,1010,20,10000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19706,6,185,6,5000,11.12,18.81733333,9.237333333,15.17666667,30.11966667,1.306666667,Missions,failure,self
19707,31,3310,24,3250,88.915,1.482,0.179,1.654,6.765,0.045,Missions,success,self
19708,43,8979,7,16.3,84.552,3.714,3.219,3.7,3.618,0.599,Missions,success,self
19709,26,1166,26,1000,53.7165,0.0255,0.026,0.611,0.026,0.159,Missions,success,self
19710,45,3375,26,3200,65.28333333,0.659333333,12.58,1.757333333,15.81133333,2.899666667,Missions,success,self
19711,42,1720,39,1700,4.426,10.175,5.343,24.722,13.744,12.391,Missions,success,self
19712,23,4259,14,5000,99.896,0.024,0.014,0.016,0.003,0.042,Missions,failure,self
19713,36,1708,32,9000,96.501,0.157,0.3335,0.484,0.371,0.9925,Missions,failure,self
19714,27,1659,27,1500,7.97625,2.6695,2.90625,26.0765,38.1805,1.68475,Missions,success,self
19715,35,1700,33,1500,94.094,0.126,0.014,1.935,0.471,0.167,Missions,success,self
19716,30,2805,22,3500,36.089,3.0674,8.4876,6.2428,30.1896,4.417,Missions,failure,self
19717,35,2500,19,6000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19718,57,5086,24,6000,97.138,0.2465,0.077,0.436,0.25725,0.3115,Missions,failure,self
19719,17,5550,15,5000,NA,NA,NA,NA,NA,NA,Missions,success,self
19720,28,1950,27,1950,99.58,0.069,0.212,0.067,0.006,0.003,Missions,failure,self
19721,41,2480,38,3000,69.734,6.729,1.822,13.553,4.386,2.138,Missions,failure,self
19722,27,1400,25,1600,19.11418182,0.288727273,1.618181818,0.852909091,13.02154545,4.032636364,Missions,failure,self
19723,20,1660,8,3200,98.189,0.208,0.124,0.2565,0.1075,0.036,Missions,failure,self
19724,34,5110,29,5500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19725,21,1560,18,6000,68.545,2.0395,9.843,0.425,9.6565,7.0645,Missions,failure,self
19726,20,1776,17,10000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19727,33,3394,31,5000,56.78133333,0.927,1.385666667,4.067666667,35.516,0.596333333,Missions,failure,self
19728,34,3245,31,3675,99.163,0.088,0.5835,0.0495,0.009,0.0135,Missions,failure,self
19729,27,2470,17,2000,92.16,0.035,0.035,0.09,0.035,0.723,Missions,success,self
19730,25,2115,26,3500,99.107,0.012,0.035,0.213,0.488,0.012,Missions,failure,self
19731,25,1473,25,1473,NA,NA,NA,NA,NA,NA,Missions,failure,self
19732,25,4655,11,7000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19733,69,3280,69,5000,93.0565,1.4685,0.2995,3.3365,0.1885,0.5515,Missions,failure,self
19734,24,940,16,1600,NA,NA,NA,NA,NA,NA,Missions,failure,self
19735,38,1795,36,20000,55.071875,-0.133,-0.231375,0.229,-0.247625,1.167125,Missions,failure,self
19736,23,1465,22,2000,91.806,0.045,1.024,0.709,0.364,0.075,Missions,failure,honoree
19737,20,1620,19,6600,93.99075,0.34975,2.37575,1.302,1.88375,0.0195,Missions,failure,self
19738,26,1260,7,5000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19739,27,8583,19,8600,83.855,0.266,1.226,0.823,12.98825,0.21175,Missions,failure,self
19740,25,3857,14,3500,NA,NA,NA,NA,NA,NA,Missions,success,self
19741,21,2565,16,2500,82.9138,0.0284,0.2824,0.8274,14.9704,0.0374,Missions,success,self
19742,38,3295,20,3250,61.608,34.953,2.096,0.596,0.249,0.249,Missions,success,self
19743,22,3250,20,3250,56.913,0.171,0.171,14.836,24.934,0.319,Missions,failure,self
19744,32,3695,6,4400,65.801,0.306,0.4555,1.107,16.252,0.8875,Missions,failure,self
19745,37,3000,22,3000,16.372,13.578,10.878,18.108,22.177,6.618,Missions,failure,self
19746,17,600,17,600,99.963,0.01,0.011,0.01,0.001,0.001,Missions,failure,self
19747,29,2816,21,2500,NA,NA,NA,NA,NA,NA,Missions,success,self
19748,22,1300,22,2000,96.691,0.349,0.399,0.128,1.971,0.335,Missions,failure,self
19749,39,1125,40,2500,87.695,0.389,1.495,0.041,0.097,0.671,Missions,failure,self
19750,27,3735,19,3950,0.242,0.16,0.295,10.498,7.859,80.774,Missions,failure,self
19751,34,7015,11,7000,99.6965,0.013,0.0215,0.0345,0.0265,0.0455,Missions,success,self
19752,32,3306,17,3692,98.917,0.1725,0.0785,0.068,0.135,0.137,Missions,failure,self
19753,31,1250,29,2000,0.492,0.173,0.173,6.671,90.626,0.615,Missions,failure,self
19754,27,1650,21,3500,8.993,0.272,0.156,1.574,10.857,20.508,Missions,failure,self
19755,32,8145,4,15000,97.537,0.393,0.277,0.047,0.047,0.53,Missions,failure,self
19756,34,1670,34,2700,53.23833333,11.707,0.892333333,15.69933333,10.59166667,6.842666667,Missions,failure,self
19757,43,2865,42,2500,1.524,9.194,4.218,2.699,72.487,4.237,Missions,success,self
19758,24,805,23,795,64.128,4.084,0.5255,0.671,0.112,8.343,Missions,success,honoree
19759,30,1365,20,2000,92.723,3.286,0.798,0.798,0.798,0.798,Missions,failure,self
19760,37,1340,30,5000,74.73075,0.4775,0.773,7.53075,11.5345,0.6035,Missions,failure,self
19761,29,2010,8,7500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19762,26,1575,22,2500,61.3474,0.132,0.0606,20.9904,1.0394,0.4606,Missions,failure,self
19763,51,5718,43,6000,4.81,3.196,3.9,1.337,86.53,0.114,Missions,failure,self
19764,19,880,17,3000,99.116,0.013,0.022,0.112,0.005,0.092,Missions,failure,self
19765,31,4607,8,4500,7,9.39,0.336,1.479,0.305,4.352,Missions,success,self
19766,32,1267,9,2200,99.479,0.005,0.023,0.224,0.075,0.004,Missions,failure,self
19767,38,2700,37,2500,NA,NA,NA,NA,NA,NA,Missions,success,self
19768,51,2095,49,2500,66.5215,21.763,8.4385,1.8,0.656,0.586,Missions,failure,self
19769,27,1250,22,1000,99.22,0.146,0.108,0.066,0.008,0.014,Missions,success,self
19770,24,3070,24,3000,26.433,19.941,11.401,5.765,22.008,2.302,Missions,success,self
19771,51,2450,42,3200,NA,NA,NA,NA,NA,NA,Missions,failure,self
19772,22,1250,20,1250,44.334,4.308,8.621,5.268,2.079,29.132,Missions,failure,self
19773,40,2054,39,2500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19774,39,20000,27,20000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19775,43,4140,15,5000,35.35,5.400333333,1.383,7.904,21.85666667,8.66,Missions,failure,self
19776,38,2875,25,3850,NA,NA,NA,NA,NA,NA,Missions,failure,self
19777,24,1455,23,6000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19778,16,750,16,2500,4.34,60.348,11.786,3.248,18.795,1.057,Missions,failure,self
19779,35,1400,22,4600,2.224,3.006,2.224,2.224,2.224,17.172,Missions,failure,self
19780,23,2540,20,10000,96.052,0.231,0.02,0.611,0.179,0.107,Missions,failure,self
19781,37,2385,33,1700,NA,NA,NA,NA,NA,NA,Missions,success,self
19782,20,825,6,7000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19783,44,6945,40,8000,86.29966667,1.007,0.671333333,11.11166667,0.142333333,0.039666667,Missions,failure,self
19784,22,1325,21,1500,0.324,0.324,0.324,4.026,47.302,7.97,Missions,failure,self
19785,45,5290,37,5000,54.52533333,5.452333333,3.960833333,2.478166667,1.5525,3.166833333,Missions,success,self
19786,42,2005,36,2500,38.54042857,12.34428571,2.307285714,1.992571429,4.755571429,4.101571429,Missions,failure,self
19787,25,1700,20,1700,13.91178947,1.248578947,2.166052632,1.797578947,3.368105263,-0.680894737,Missions,failure,self
19788,31,2680,15,2700,61.029,1.277,0.414,0.881,4.381,3.274,Missions,failure,self
19789,34,3188,20,2700,95.704,0.015,0.034,0.14,0.174,0.6,Missions,success,self
19790,19,1825,15,1600,97.809,0.01,0.01,0.116,0.249,0.097,Missions,success,self
19791,23,1860,23,2000,30.819,4.822,0.193,49.734,0.432,0.464,Missions,failure,self
19792,25,718,22,4000,99.625,0.025,0.194,0.019,0.047,0.006,Missions,failure,self
19793,28,980,28,3800,81.3745,9.045,7.8715,0.393,0.284,0.5955,Missions,failure,self
19794,38,1400,37,1400,49.349,0.237,0.571,42.052,0.362,1.481,Missions,failure,self
19795,39,3840,40,4000,NA,NA,NA,NA,NA,NA,Missions,failure,honoree
19796,46,11751,25,13.6,38.296,48.311,9.33,1.625,0.532,1.291,Missions,success,self
19797,13,1725,13,8500,53.0916,0.4694,0.7214,19.105,13.843,9.0586,Missions,failure,self
19798,58,3356,18,3500,5.655,21.56966667,8.114,9.954666667,20.344,7.663,Missions,failure,self
19799,46,2495,45,2400,83.4095,1.334,0.105,11.1845,2.0925,1.403,Missions,success,self
19800,31,2807,27,3500,NA,NA,NA,NA,NA,NA,Missions,failure,self
19801,24,2047,24,1700,94.902,2.324,0.483,0.19,1.763,0.269,Missions,success,self
19802,32,4617,26,10000,98.944,0.045,0.105,0.045,0.05,0.045,Missions,failure,self
19803,64,4792,39,3000,49.423,0.1505,0.24,13.9555,33.8065,0.8405,Missions,success,self
19804,34,5079,15,4500,74.9715,7.89275,2.363,7.6135,4.868,0.94225,Missions,success,self
19805,28,3550,22,3500,98.902,0.055,0.796,0.01,0.01,0.15,Missions,success,self
19806,30,3625,18,3900,89.9795,0.862,0.3405,1.3255,1.37,2.36275,Missions,failure,self
19807,36,1540,36,2000,50.056,7.0625,39.449,0.188,0.1345,2.8555,Missions,failure,self
19808,47,4000,14,4000,8.747,10.489,1.907,3.66,23.981,1.893,Missions,failure,self
19809,18,1305,16,1200,53.665,20.3315,1.112,6.8765,9.1825,2.956,Missions,success,self
19810,23,2745,12,2500,14.9728125,-0.4085,-0.1539375,-0.3239375,12.5051875,-0.266,Missions,success,self
19811,41,1858,37,3000,51.3845,4.029,43.1685,0.068,1.2515,0.0455,Missions,failure,self
19812,32,2330,28,2800,93.851,0.4245,3.3185,0.1835,0.048,1.879,Missions,failure,self
19813,49,1810,47,1500,42.355,0.359,0.359,0.359,0.359,36.256,Missions,success,self
19814,30,3015,21,3400,50.198,0.6595,0.3655,30.5645,1.7345,9.7075,Missions,failure,self
19815,29,2400,15,3700,1.439,0.474,0.36,54.894,21.587,3.326,Missions,failure,self
19816,26,1090,21,1200,NA,NA,NA,NA,NA,NA,Missions,failure,self
19817,18,1053,17,2000,23.695,1.341,1.289,38.692,4.427,11.724,Missions,failure,self
19818,36,2120,29,3000,83.26466667,0.805333333,3.221,1.935666667,0.094666667,1.271666667,Missions,failure,self
19819,56,7203,13,10000,3.615285714,4.442142857,1.410714286,22.50685714,8.460857143,28.04928571,Missions,failure,self
19820,47,790,45,1500,57.7475,27.9885,3.123,2.4315,6.8675,1.127,Missions,failure,self
19821,32,1230,33,3000,78.334,4.42375,5.15025,1.957,7.10675,0.48775,Missions,failure,self
19822,20,9457,9,10000,98.072,0.223,0.2,0.431,0.644,0.099,Missions,failure,self
19823,24,2444,17,2500,93.545,0.101,0.101,0.328,0.141,0.268,Missions,failure,self
19824,21,2111,20,4000,84.364,10.1255,4.5135,0.1505,0.0435,0.213,Missions,failure,self
19825,89,11230,19,11000,77.776,9.785,2.651,2.631,3.847,0.606,Missions,success,self
19826,53,3039,15,3000,43.97366667,0.277333333,1.086,30.384,8.175666667,3.706666667,Missions,success,self
19827,32,1925,31,3000,54.601,0.121,0.7235,17.733,6.0745,0.1055,Missions,failure,self
19828,26,2397,12,5860,78.709,0.365,0.054,17.708,0.701,0.134,Missions,failure,self
19829,49,7471,12,7200,70.2285,0.58425,0.6115,4.096,2.7435,0.42075,Missions,success,self
19830,25,1173,19,1250,1.0415,1.0185,2.757,17.4015,33.448,39.478,Missions,failure,self
19831,40,9154,14,10000,89.12733333,0.374666667,0.181333333,0.690666667,0.205333333,0.815,Missions,failure,self
19832,34,6196,14,6000,89.6195,1.2195,1.077,0.377,7.6085,0.03,Missions,success,self
19833,31,1955,21,2500,99.836,0.031,0.074,0.002,0.002,0.02,Missions,failure,self
19834,61,9421,53,15000,75.157,4.9085,0.473,0.473,0.473,10.6355,Missions,failure,self
19835,32,4808,9,9000,99.949,0.001,0.003,0.002,0.001,0,Missions,failure,self
19836,37,2610,22,2500,78.582,0.017,0.049,14.682,6.57,0.016,Missions,success,self
19837,27,1210,24,3000,72.547,1.094,0.462,13.569,1.937,2.584,Missions,failure,self
19838,37,2675,32,3240,96.024,0.05,0.67,0.537,2.4,0.024,Missions,failure,self
19839,49,3250,48,3250,99.669,0.014,0.072,0.027,0.014,0.014,Missions,failure,self
19840,47,8208,16,8000,NA,NA,NA,NA,NA,NA,Missions,success,self
19841,28,3004,13,3000,99.5085,0.049,0.122,0.114,0.0205,0.0305,Missions,success,self
19842,53,4430,50,5000,16.353,3.795,10.698,29.864,31.699,3.795,Missions,failure,self
19843,61,9663,22,10000,99.252,0.035,0.035,0.16,0.035,0.361,Missions,failure,self
19844,12,1640,11,5500,19.061,5.223,64.291,0.126,0.255,0.549,Missions,failure,self
19845,15,1100,15,1100,7.276,1.823,1.308,78.145,7.585,0.347,Missions,failure,self
19846,17,955,16,1300,99.776,0.006,0.028,0.006,0.006,0.006,Missions,failure,self
19847,28,1140,24,2520,42.8945,2.725,4.644,6.9715,17.9765,21.071,Missions,failure,self
19848,27,1450,22,1400,19.96227273,0.006090909,-0.198363636,9.053363636,2.985636364,2.073454545,Missions,success,self
19849,27,1250,24,1200,58.66,15.0615,1.4075,3.062,11.5135,2.3605,Missions,success,self
19850,18,1551,17,9000,65.996,-0.109833333,-0.106,0.913666667,-0.074166667,8.424333333,Missions,failure,self
19851,43,7679,24,2000,NA,NA,NA,NA,NA,NA,Missions,success,self
19852,23,2005,17,2000,94.204,3.35,0.367,0.585,0.891,0.082,Missions,success,self
19853,40,2690,31,2500,96.105,0.062,0.043,1.792,0.041,0.143,Missions,success,self
19854,58,3390,26,6000,3.037,18.725,1.651,33.869,35.133,5.502,Missions,failure,self
19855,10,640,8,1200,16.588,28.254,14.9445,24.7425,14.694,0.271,Missions,failure,self
19856,29,2700,16,2700,68.0115,3.2815,2.4185,2.4085,5.3975,0.6395,Missions,failure,self
19857,16,1590,16,3200,99.96,0.004,0.02,0.004,0.004,0.004,Missions,failure,self
19858,29,6869,8,11000,79.97375,4.52475,1.048,6.67975,2.00475,3.0115,Missions,failure,self
19859,27,2350,27,2000,38.604375,0.1335,0.025,5.011,5.763625,3.490875,Missions,success,self
19860,36,2700,13,3300,40.51842857,-0.189714286,0.945571429,2.501428571,8.217142857,6.211571429,Missions,failure,self
19861,30,3074,29,3024,NA,NA,NA,NA,NA,NA,Missions,success,self
19862,17,900,14,2000,13.74370588,-0.400176471,-0.392705882,-0.108941176,0.647352941,0.630058824,Missions,failure,self
19863,40,1680,30,2400,NA,NA,NA,NA,NA,NA,Missions,failure,self
19864,25,3430,21,10000,55.711,0.012,0.0095,0.353,0.0285,0.0585,Missions,failure,self
19865,30,1335,28,2500,95.925,0.447,0.34,0.247,0.503,0.183,Missions,failure,self
19866,27,3235,20,6000,99.583,0.131,0.249,0.023,0.006,0.002,Missions,failure,self
19867,35,2320,26,3500,97.958,0.007,0.043,0.058,0.016,0.123,Missions,failure,self
19868,32,3785,28,5000,20.101,2.107,1.45,41.691,4.8505,3.404,Missions,failure,self
19869,56,3075,40,2945,85.4035,0.872,0.231,5.989,2.4905,0.172,Missions,success,self
19870,34,1960,30,2200,72.576,4.900333333,2.252333333,1.695333333,2.058666667,6.216333333,Missions,failure,self
19871,22,826,21,1200,1.973,0.247,0.278,28.747,67.248,1.4,Missions,failure,self
19872,64,4425,53,4000,85.571,8.586,0.121,2.588,2.464,0.379,Missions,success,self
19873,45,1690,32,3200,30.35725,3.389,2.3985,29.1595,21.12825,2.8415,Missions,failure,self
19874,26,2065,22,2000,NA,NA,NA,NA,NA,NA,Missions,success,self
19875,6,677,7,2000,57.8985,0.567,0.158,0.0735,3.2505,28.185,Missions,failure,self
19876,19,5650,18,10000,33.46361538,-0.420461538,-0.543230769,-0.502769231,-0.534307692,-0.436,Missions,failure,self
19877,30,4420,2,4400,NA,NA,NA,NA,NA,NA,Missions,success,self
19878,38,3179,11,3179,NA,NA,NA,NA,NA,NA,Missions,failure,self
19879,22,907,16,1500,99.983,0.001,0.002,0.001,0.001,0.001,Missions,failure,self
19880,37,1585,36,2645,4.785,2.164,2.848,6.161,5.818,6.812,Missions,failure,self
19881,28,1845,29,1200,99.683,0.088,0.022,0.129,0.008,0.008,Missions,success,self
19882,28,1330,28,2100,6.015,58.366,19.819,4.055,4.153,3.796,Missions,failure,self
19883,33,1860,33,2000,54.368,1.751,1.751,22.36,15.963,1.751,Missions,failure,self
19884,30,3415,28,4800,98.024,0.449,0.14,0.571,0.047,0.094,Missions,failure,self
19885,23,1905,18,2850,94.687,0.027,0.045,0.175,0.197,0.023,Missions,failure,self
19886,25,3525,25,3500,95.093,2.853,0.325,1.137,0.195,0.195,Missions,success,self
19887,44,2075,40,2500,99.908,0.003,0.006,0.026,0.003,0.003,Missions,failure,self
19888,38,3500,16,3500,96.475,0.068,0.076,1.445,1.763,0.022,Missions,failure,self
19889,29,2130,21,2000,98.684,0.095,0.422,0.011,0.654,0.018,Missions,success,self
19890,51,4721,10,4900,57.533,4.484,1.007,4.977,2.816,19.4655,Missions,failure,self
19891,31,3355,24,3800,93.265,3.925,1.278,0.653,0.547,0.023,Missions,failure,self
19892,53,4105,42,6000,NA,NA,NA,NA,NA,NA,Missions,failure,honoree
19893,33,2170,14,2000,71.3315,2.1455,4.3265,11.531,6.6875,1.4595,Missions,success,honoree
19894,20,2670,19,10000,20.2805,-0.1891,0.6514,6.2881,17.9882,0.8043,Missions,failure,self
19895,21,1575,19,5000,96.44733333,0.096333333,0.271333333,0.164666667,0.347,0.128666667,Missions,failure,self
19896,21,1525,17,1500,0.775,0.904,1.189,10.102,84.86,1.664,Missions,success,self
19897,29,3736,8,5000,91.906,0.464,0.406,3.376,3.748,0.024,Missions,failure,self
19898,44,4820,39,10000,98.923,0.039,0.245,0.017,0.094,0.028,Missions,failure,self
19899,18,880,14,1800,26.25566667,5.075333333,0.600333333,49.483,11.12966667,6.320333333,Missions,failure,self
19900,43,2145,42,2500,38.649,3.485666667,1.646,11.64833333,16.20233333,11.46166667,Missions,failure,self
19901,34,1190,31,3000,34.92,-0.162,0.037625,0.975,19.689125,0.900875,Missions,failure,self
19902,64,6040,27,7000,65.853,4.192666667,-0.083833333,0.462166667,-0.000666667,7.644333333,Missions,failure,self
19903,27,1300,27,1200,96.297,0.902,0.886,0.082,0.289,0.622,Missions,success,self
19904,20,2825,15,3200,90.5465,0.145,0.288,0.601,0.0755,0.263,Missions,failure,self
19905,48,3250,39,3150,78.8925,0.386,0.386,0.419,1.419,9.953,Missions,success,self
19906,32,3035,16,3200,58.4235,0.4095,0.1565,0.837,1.697,12.0225,Missions,failure,self
19907,40,1720,28,5500,63.716,3.05,2.91,3.853,8.101,1.334,Missions,failure,self
19908,28,1010,21,1200,NA,NA,NA,NA,NA,NA,Missions,failure,self
19909,33,3805,27,3000,45.1375,3.2905,0.562,41.8235,5.9655,0.316,Missions,success,self
19910,28,1600,5,11000,95.255,0.026,0.026,0.026,0.026,0.048,Missions,failure,self
19911,15,1941,15,2500,0.97425,21.882,5.757,16.72925,53.72925,0.30975,Missions,failure,self
19912,26,1270,23,2600,98.194,0.05,0.037,0.015,0.02,0.927,Missions,failure,self
19913,22,1095,17,1000,NA,NA,NA,NA,NA,NA,Missions,success,self
19914,42,2000,40,1200,52.818,8.056,0.792,31.048,0.406,4.349,Missions,success,self
19915,24,1140,24,3000,8.488,52.738,6.993,5.856,20.549,4.059,Missions,failure,self
19916,32,6215,12,8900,21.41433333,11.96,2.573,2.485666667,11.47766667,24.521,Missions,failure,self
19917,45,2785,17,3000,99.165,0.409,0.186,0.175,0.007,0.007,Missions,failure,self
19918,37,3435,17,5000,6.9885,6.948,11.118,43.291,21.9305,4.0445,Missions,failure,self
19919,38,2844,20,5000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19920,35,2249,20,4000,99.788,0.039,0.099,0.009,0.043,0.011,Missions,failure,self
19921,22,1070,21,2000,2.408,8.698,1.249,3.957,75.723,2.877,Missions,failure,self
19922,25,3100,6,3000,96.903,0.014,0.03,0.014,0.014,0.456,Missions,success,self
19923,29,2405,24,2300,53.693,42.97,1.697,0.112,0.193,0.881,Missions,success,self
19924,27,4050,23,3300,85.14,0.159,0.452,1.126,0.455,3.968,Missions,success,self
19925,57,3845,28,4200,NA,NA,NA,NA,NA,NA,Missions,failure,self
19926,51,4857,31,8000,NA,NA,NA,NA,NA,NA,Missions,failure,self
19927,19,2900,11,2000,11.916,5.320285714,13.11085714,15.217,22.07471429,1.526714286,Missions,success,self
19928,33,3620,33,3250,47.1085,4.461,0.3505,11.537,4.3345,12.802,Missions,success,self
19929,24,5772,12,6300,99.949,0.011,0.006,0.018,0.012,0.001,Missions,failure,self
19930,23,1700,17,1700,92.9905,0.01,0.0215,0.0775,0.348,0.025,Missions,failure,self
19931,15,1401,12,2500,74.791,0.902333333,1.545666667,12.84333333,6.703333333,0.433666667,Missions,failure,self
